movieTitle,movieIMDbLink,gross,budget,profit,ROI,actor
Elling,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,313436,15500000,-15186564,-97.97783225806451,Sven Nordin
Mi America,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,3330,2100000,-2096670,-99.84142857142857,Brad Lee Wind
From Russia with Love,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,24800000,2000000,22800000,1140,Lois Maxwell
The Toxic Avenger Part II,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,792966,2300000,-1507034,-65.52321739130434,Lisa Gaye
It Follows,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,14673301,2000000,12673301,633.6650500000001,Jake Weary
Mad Max 2: The Road Warrior,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,9003011,2000000,7003011,350.15055,Kjell Nilsson
The Legend of Drunken Master,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,11546543,2000000,9546543,477.32714999999996,Ho-Sung Pak
Boys Don't Cry,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,11533945,2000000,9533945,476.69724999999994,Jeannetta Arnette
Silent House,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,12555230,2000000,10555230,527.7615,Adam Trese
The Lives of Others,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,11284657,2000000,9284657,464.23285,Martina Gedeck
Courageous,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,34522221,2000000,32522221,1626.11105,T.C. Stallings
The Triplets of Belleville,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,7002255,9500000,-2497745,-26.29205263157895,BÃŒÂ©atrice Bonifassi
Smoke Signals,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,6719300,2000000,4719300,235.96499999999997,Gary Farmer
Before Sunset,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,5792822,2700000,3092822,114.54896296296295,Marie Pillet
Amores Perros,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,5383834,2000000,3383834,169.1917,Goya Toledo
Thirteen,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,4599680,1500000,3099680,206.64533333333335,Kip Pardue
Winter's Bone,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,6531491,2000000,4531491,226.57455,Lauren Sweetser
Me and You and Everyone We Know,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,3885134,2000000,1885134,94.25670000000001,Miranda July
We Are Your Friends,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,3590010,2000000,1590010,79.5005,Jonny Weston
Harsh Times,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,3335839,2000000,1335839,66.79195,Noel Gugliemi
Captive,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,2557668,2000000,557668,27.8834,Sydelle Noel
Full Frontal,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,2506446,2000000,506446,25.3223,Blair Underwood
Witchboard,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,7369373,2000000,5369373,268.46865,Rose Marie
Hamlet,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,4414535,18000000,-13585465,-75.47480555555556,Richard Briers
Shortbus,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,1984378,2000000,-15622,-0.7811,Raphael Barker
Waltz with Bashir,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,2283276,1500000,783276,52.218399999999995,Zahava Solomon
"The Book of Mormon Movie, Volume 1: The Journey",http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,1098224,2000000,-901776,-45.0888,Bruce Newbold
No End in Sight,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,1430185,2000000,-569815,-28.49075,Donald Rumsfeld
The Diary of a Teenage Girl,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,1477002,2000000,-522998,-26.1499,Austin Lyon
In the Shadow of the Moon,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,1134049,2000000,-865951,-43.29755,Neil Armstrong
Inside Deep Throat,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,653621,2000000,-1346379,-67.31895,Linda Lovelace
The Virginity Hit,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,535249,3400000,-2864751,-84.25738235294118,Zack Pearlman
House of D,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,371081,6000000,-5628919,-93.81531666666667,Frank Langella
Six-String Samurai,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,124494,2000000,-1875506,-93.7753,Kim De Angelo
Saint John of Las Vegas,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,100669,3800000,-3699331,-97.35081578947369,Romany Malco
Stonewall,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,186354,13500000,-13313646,-98.61959999999999,Matt Craven
The Missing Person,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,17580,1500000,-1482420,-98.828,Paul Adelstein
London,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,12667,14000,-1333,-9.52142857142857,Dane Cook
Sherrybaby,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,198407,2000000,-1801593,-90.07965,Michelle Hurst
Stealing Harvard,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,13973532,25000000,-11026468,-44.105872000000005,Chris Penn
Gangster's Paradise: Jerusalema,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,4958,2000000,-1995042,-99.7521,Robert Hobbs
The Lady from Shanghai,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,7927,2300000,-2292073,-99.65534782608697,Ted de Corsia
The Ghastly Love of Johnny X,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,2436,2000000,-1997564,-99.87819999999999,Paul Williams
River's Edge,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,4600000,1900000,2700000,142.10526315789474,Ione Skye
Northfork,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,1420578,1900000,-479422,-25.232736842105265,Jon Gries
Buried,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,1028658,3000000,-1971342,-65.7114,Erik Palladino
One to Another,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,18435,1400000,-1381565,-98.68321428571429,Pierre Perrier
Carrie,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,35266619,30000000,5266619,17.555396666666667,Portia Doubleday
A Nightmare on Elm Street,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,26505000,1800000,24705000,1372.5,Amanda Wyss
Man on Wire,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,2957978,1000000,1957978,195.7978,Jean-Louis Blondeau
Brotherly Love,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,444044,1900000,-1455956,-76.62926315789474,Faizon Love
The Last Exorcism,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,40990055,1800000,39190055,2177.2252777777776,Patrick Fabian
El crimen del padre Amaro,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,5709616,1800000,3909616,217.2008888888889,Pedro ArmendÃŒÃÅriz Jr.
Beasts of the Southern Wild,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,12784397,1800000,10984397,610.2442777777778,Dwight Henry
Songcatcher,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,3050934,1800000,1250934,69.49633333333334,Jane Adams
The Greatest Movie Ever Sold,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,638476,1500000,-861524,-57.43493333333334,Donald Trump
Travelers and Magicians,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,505295,1800000,-1294705,-71.92805555555556,Sonam Kinga
Run Lola Run,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,7267324,3500000,3767324,107.63782857142856,Armin Rohde
May,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,145540,500000,-354460,-70.892,Nora Zehetner
In the Bedroom,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,35918429,1700000,34218429,2012.8487647058823,Karen Allen
I Spit on Your Grave,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,92401,2000000,-1907599,-95.37995000000001,Daniel Franzese
"Happy, Texas",http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,1943649,1700000,243649,14.33229411764706,Jeremy Northam
My Summer of Love,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,992238,1700000,-707762,-41.63305882352941,Dean Andrews
The Lunchbox,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,4231500,1000000,3231500,323.15,Lillete Dubey
Yes,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,396035,1000000,-603965,-60.396499999999996,Stephanie Leonidas
Foolish,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,6026908,2000000,4026908,201.34539999999998,Marla Gibbs
Caramel,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,1060591,1300000,-239409,-18.416076923076925,Nadine Labaki
The Bubble,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,155972,1500000,-1344028,-89.60186666666667,Yousef 'Joe' Sweid
Dil Jo Bhi Kahey...,http://www.imdb.com/title/tt0442764/?ref_=fn_tt_tt_1,129319,70000000,-69870681,-99.81525857142857,Bhoomika Chawla
Mississippi Mermaid,http://www.imdb.com/title/tt0064990/?ref_=fn_tt_tt_1,26893,1600000,-1573107,-98.3191875,Michel Bouquet
I Love Your Work,http://www.imdb.com/title/tt0322700/?ref_=fn_tt_tt_1,2580,1650000,-1647420,-99.84363636363636,Nicky Katt
Dawn of the Dead,http://www.imdb.com/title/tt0363547/?ref_=fn_tt_tt_1,58885635,26000000,32885635,126.48321153846153,Mekhi Phifer
Waitress,http://www.imdb.com/title/tt0473308/?ref_=fn_tt_tt_1,19067631,2000000,17067631,853.38155,Eddie Jemison
Bloodsport,http://www.imdb.com/title/tt0092675/?ref_=fn_tt_tt_1,11806119,1100000,10706119,973.2835454545456,Ken Siu
Kids,http://www.imdb.com/title/tt0113540/?ref_=fn_tt_tt_1,7417210,1500000,5917210,394.48066666666665,Justin Pierce
The Squid and the Whale,http://www.imdb.com/title/tt0367089/?ref_=fn_tt_tt_1,7362100,1500000,5862100,390.8066666666667,Owen Kline
Kissing Jessica Stein,http://www.imdb.com/title/tt0264761/?ref_=fn_tt_tt_1,7022940,1000000,6022940,602.294,Brian Stepanek
Exotica,http://www.imdb.com/title/tt0109759/?ref_=fn_tt_tt_1,5132222,2000000,3132222,156.6111,Sarah Polley
Buffalo '66,http://www.imdb.com/title/tt0118789/?ref_=fn_tt_tt_1,2365931,1500000,865931,57.72873333333334,Jan-Michael Vincent
Insidious,http://www.imdb.com/title/tt1591095/?ref_=fn_tt_tt_1,53991137,1500000,52491137,3499.409133333333,Philip Friedman
Nine Queens,http://www.imdb.com/title/tt0247586/?ref_=fn_tt_tt_1,1221261,1500000,-278739,-18.5826,Leticia BrÃŒÂ©dice
The Ballad of Jack and Rose,http://www.imdb.com/title/tt0357110/?ref_=fn_tt_tt_1,712294,1500000,-787706,-52.513733333333334,Ryan McDonald
The To Do List,http://www.imdb.com/title/tt1758795/?ref_=fn_tt_tt_1,3447339,1500000,1947339,129.82260000000002,Scott Porter
Killing Zoe,http://www.imdb.com/title/tt0110265/?ref_=fn_tt_tt_1,418953,1500000,-1081047,-72.0698,Jean-Hugues Anglade
The Believer,http://www.imdb.com/title/tt0247199/?ref_=fn_tt_tt_1,406035,1500000,-1093965,-72.931,Summer Phoenix
Session 9,http://www.imdb.com/title/tt0261983/?ref_=fn_tt_tt_1,373967,1500000,-1126033,-75.06886666666666,Larry Fessenden
I Want Someone to Eat Cheese With,http://www.imdb.com/title/tt0391229/?ref_=fn_tt_tt_1,194568,1500000,-1305432,-87.02879999999999,Joey Slotnick
Modern Times,http://www.imdb.com/title/tt0027977/?ref_=fn_tt_tt_1,163245,1500000,-1336755,-89.117,Fred Malatesta
Stolen Summer,http://www.imdb.com/title/tt0286162/?ref_=fn_tt_tt_1,119841,1500000,-1380159,-92.0106,Bonnie Hunt
My Name Is Bruce,http://www.imdb.com/title/tt0489235/?ref_=fn_tt_tt_1,173066,1500000,-1326934,-88.46226666666666,Timothy Patrick Quill
The Salon,http://www.imdb.com/title/tt0436742/?ref_=fn_tt_tt_1,92362,1500000,-1407638,-93.84253333333334,Garrett Morris
Road Hard,http://www.imdb.com/title/tt3110770/?ref_=fn_tt_tt_1,105943,1500000,-1394057,-92.93713333333334,David Alan Grier
Amigo,http://www.imdb.com/title/tt1562847/?ref_=fn_tt_tt_1,183490,1700000,-1516510,-89.2064705882353,Ronnie Lazaro
Pontypool,http://www.imdb.com/title/tt1226681/?ref_=fn_tt_tt_1,3478,1500000,-1496522,-99.76813333333332,Boyd Banks
Trucker,http://www.imdb.com/title/tt1087527/?ref_=fn_tt_tt_1,52166,2000000,-1947834,-97.3917,Matthew Lawrence
The Lords of Salem,http://www.imdb.com/title/tt1731697/?ref_=fn_tt_tt_1,1163508,2500000,-1336492,-53.45968,Michael Berryman
Jack Reacher,http://www.imdb.com/title/tt0790724/?ref_=fn_tt_tt_1,80033643,60000000,20033643,33.389404999999996,David Oyelowo
Snow White and the Seven Dwarfs,http://www.imdb.com/title/tt0029583/?ref_=fn_tt_tt_1,184925485,2000000,182925485,9146.27425,Lucille La Verne
The Holy Girl,http://www.imdb.com/title/tt0300270/?ref_=fn_tt_tt_1,304124,1400000,-1095876,-78.27685714285715,MarÃŒ_a Alche
Incident at Loch Ness,http://www.imdb.com/title/tt0374639/?ref_=fn_tt_tt_1,36830,1400000,-1363170,-97.36928571428571,John Bailey
"Lock, Stock and Two Smoking Barrels",http://www.imdb.com/title/tt0120735/?ref_=fn_tt_tt_1,3650677,960000,2690677,280.2788541666667,Dexter Fletcher
The Celebration,http://www.imdb.com/title/tt0154420/?ref_=fn_tt_tt_1,1647780,1300000,347780,26.752307692307692,Trine Dyrholm
Trees Lounge,http://www.imdb.com/title/tt0117958/?ref_=fn_tt_tt_1,695229,1300000,-604771,-46.52084615384615,Carol Kane
Journey from the Fall,http://www.imdb.com/title/tt0433398/?ref_=fn_tt_tt_1,638951,1592000,-953049,-59.864886934673365,Cat Ly
The Basket,http://www.imdb.com/title/tt0190255/?ref_=fn_tt_tt_1,609042,1300000,-690958,-53.150615384615385,Peter Coyote
Eddie: The Sleepwalking Cannibal,http://www.imdb.com/title/tt1480658/?ref_=fn_tt_tt_1,1521,1500000,-1498479,-99.8986,Georgina Reilly
Mercury Rising,http://www.imdb.com/title/tt0120749/?ref_=fn_tt_tt_1,32940507,60000000,-27059493,-45.099155,Carrie Preston
The Hebrew Hammer,http://www.imdb.com/title/tt0317640/?ref_=fn_tt_tt_1,19539,1000000,-980461,-98.0461,Tony Cox
Neal 'N' Nikki,http://www.imdb.com/title/tt0470869/?ref_=fn_tt_tt_1,100358,1500000,-1399642,-93.30946666666667,Samantha McLeod
Friday the 13th Part 2,http://www.imdb.com/title/tt0082418/?ref_=fn_tt_tt_1,19100000,1250000,17850000,1428,Amy Steel
Filly Brown,http://www.imdb.com/title/tt1869425/?ref_=fn_tt_tt_1,2833383,427000,2406383,563.5557377049181,Jorge Diaz
"Sex, Lies, and Videotape",http://www.imdb.com/title/tt0098724/?ref_=fn_tt_tt_1,24741700,1200000,23541700,1961.8083333333334,Steven Brill
Saw,http://www.imdb.com/title/tt0387564/?ref_=fn_tt_tt_1,55153403,1200000,53953403,4496.116916666667,Shawnee Smith
Super Troopers,http://www.imdb.com/title/tt0247745/?ref_=fn_tt_tt_1,18488314,1200000,17288314,1440.6928333333333,Jay Chandrasekhar
The Amazing Catfish,http://www.imdb.com/title/tt2414046/?ref_=fn_tt_tt_1,11278,1300000,-1288722,-99.13246153846154,JosÃŒÂ© Manuel Orozco Angulo
The Day the Earth Stood Still,http://www.imdb.com/title/tt0970416/?ref_=fn_tt_tt_1,79363785,80000000,-636215,-0.79526875,Juan Riedinger
Monsoon Wedding,http://www.imdb.com/title/tt0265343/?ref_=fn_tt_tt_1,13876974,7000000,6876974,98.2424857142857,Lillete Dubey
You Can Count on Me,http://www.imdb.com/title/tt0203230/?ref_=fn_tt_tt_1,9180275,1200000,7980275,665.0229166666667,Gaby Hoffmann
Lucky Number Slevin,http://www.imdb.com/title/tt0425210/?ref_=fn_tt_tt_1,22494487,27000000,-4505513,-16.687085185185186,Dorian Missick
But I'm a Cheerleader,http://www.imdb.com/title/tt0179116/?ref_=fn_tt_tt_1,2199853,1200000,999853,83.32108333333333,Eddie Cibrian
Home Run,http://www.imdb.com/title/tt2051894/?ref_=fn_tt_tt_1,2859955,1200000,1659955,138.32958333333335,Scott Elrod
Reservoir Dogs,http://www.imdb.com/title/tt0105236/?ref_=fn_tt_tt_1,2812029,1200000,1612029,134.33575,Chris Penn
"The Good, the Bad and the Ugly",http://www.imdb.com/title/tt0060196/?ref_=fn_tt_tt_1,6100000,1200000,4900000,408.3333333333333,Enzo Petito
The Second Mother,http://www.imdb.com/title/tt3742378/?ref_=fn_tt_tt_1,375723,4000000,-3624277,-90.606925,Luis Miranda
Blue Like Jazz,http://www.imdb.com/title/tt1758575/?ref_=fn_tt_tt_1,594904,1200000,-605096,-50.42466666666666,Eric Lange
Down and Out with the Dolls,http://www.imdb.com/title/tt0283323/?ref_=fn_tt_tt_1,58936,1200000,-1141064,-95.08866666666667,ZoÃŒÃ‡ Poledouris
Certifiably Jonathan,http://www.imdb.com/title/tt0976025/?ref_=fn_tt_tt_1,7826,1200000,-1192174,-99.34783333333334,Jonathan Winters
The Knife of Don Juan,http://www.imdb.com/title/tt1349485/?ref_=fn_tt_tt_1,3830,1200000,-1196170,-99.68083333333333,Juan Carlos Montoya
Airborne,http://www.imdb.com/title/tt0106233/?ref_=fn_tt_tt_1,2850263,2600000,250263,9.625499999999999,Brittney Powell
Waiting...,http://www.imdb.com/title/tt0348333/?ref_=fn_tt_tt_1,16101109,3000000,13101109,436.7036333333333,Vanessa Lengies
Dead Man's Shoes,http://www.imdb.com/title/tt0419677/?ref_=fn_tt_tt_1,6013,695393,-689380,-99.13530909859605,George Newton
From a Whisper to a Scream,http://www.imdb.com/title/tt0091671/?ref_=fn_tt_tt_1,1400000,1100000,300000,27.27272727272727,Susan Tyrrell
Dracula: Pages from a Virgin's Diary,http://www.imdb.com/title/tt0293113/?ref_=fn_tt_tt_1,39659,1600000,-1560341,-97.52131250000001,Brent Neale
Beyond the Black Rainbow,http://www.imdb.com/title/tt1534085/?ref_=fn_tt_tt_1,56129,1100000,-1043871,-94.89736363636364,Eva Bourne
The Raid: Redemption,http://www.imdb.com/title/tt1899353/?ref_=fn_tt_tt_1,4105123,1100000,3005123,273.19300000000004,Donny Alamsyah
Rocky,http://www.imdb.com/title/tt0075148/?ref_=fn_tt_tt_1,117235247,960000,116275247,12112.004895833334,Carl Weathers
The Fog,http://www.imdb.com/title/tt0080749/?ref_=fn_tt_tt_1,21378000,1000000,20378000,2037.8,Janet Leigh
Unfriended,http://www.imdb.com/title/tt3713166/?ref_=fn_tt_tt_1,31537320,1000000,30537320,3053.732,Heather Sossaman
The Howling,http://www.imdb.com/title/tt0082533/?ref_=fn_tt_tt_1,17986000,1000000,16986000,1698.6000000000001,Dee Wallace
Dr. No,http://www.imdb.com/title/tt0055928/?ref_=fn_tt_tt_1,16067035,1100000,14967035,1360.6395454545454,Lois Maxwell
Chernobyl Diaries,http://www.imdb.com/title/tt1991245/?ref_=fn_tt_tt_1,18112929,1000000,17112929,1711.2929000000001,Jonathan Sadowski
Hellraiser,http://www.imdb.com/title/tt0093177/?ref_=fn_tt_tt_1,14564027,1000000,13564027,1356.4026999999999,Clare Higgins
God's Not Dead 2,http://www.imdb.com/title/tt4824308/?ref_=fn_tt_tt_1,20773070,5000000,15773070,315.4614,Maria Canals-Barrera
Cry_Wolf,http://www.imdb.com/title/tt0384286/?ref_=fn_tt_tt_1,10042266,1000000,9042266,904.2266,Lindy Booth
Godzilla 2000,http://www.imdb.com/title/tt0188640/?ref_=fn_tt_tt_1,10037390,1000000000,-989962610,-98.99626099999999,Sakae Kimura
Blue Valentine,http://www.imdb.com/title/tt1120985/?ref_=fn_tt_tt_1,9701559,3500000,6201559,177.1874,John Doman
Transamerica,http://www.imdb.com/title/tt0407265/?ref_=fn_tt_tt_1,9013113,1000000,8013113,801.3113000000001,Paul Borghese
The Devil Inside,http://www.imdb.com/title/tt1560985/?ref_=fn_tt_tt_1,53245055,1000000,52245055,5224.5055,Brian Johnson
Beyond the Valley of the Dolls,http://www.imdb.com/title/tt0065466/?ref_=fn_tt_tt_1,9000000,900000,8100000,900,Harrison Page
The Green Inferno,http://www.imdb.com/title/tt2403021/?ref_=fn_tt_tt_1,7186670,6000000,1186670,19.777833333333334,Magda Apanowicz
The Sessions,http://www.imdb.com/title/tt1866249/?ref_=fn_tt_tt_1,5997134,1000000,4997134,499.7134,Rhea Perlman
Next Stop Wonderland,http://www.imdb.com/title/tt0119778/?ref_=fn_tt_tt_1,3386698,1000000,2386698,238.6698,Holland Taylor
Juno,http://www.imdb.com/title/tt0467406/?ref_=fn_tt_tt_1,143492840,7500000,135992840,1813.2378666666668,Rainn Wilson
Frozen River,http://www.imdb.com/title/tt0978759/?ref_=fn_tt_tt_1,2508841,1000000,1508841,150.88410000000002,Misty Upham
20 Feet from Stardom,http://www.imdb.com/title/tt2396566/?ref_=fn_tt_tt_1,4946250,1000000,3946250,394.625,Merry Clayton
Two Girls and a Guy,http://www.imdb.com/title/tt0124179/?ref_=fn_tt_tt_1,1950218,1000000,950218,95.0218,Angel David
Walking and Talking,http://www.imdb.com/title/tt0118113/?ref_=fn_tt_tt_1,1277257,1000000,277257,27.725699999999996,Vincent Pastore
The Full Monty,http://www.imdb.com/title/tt0119164/?ref_=fn_tt_tt_1,45857453,3500000,42357453,1210.212942857143,Lesley Sharp
Who Killed the Electric Car?,http://www.imdb.com/title/tt0489037/?ref_=fn_tt_tt_1,1677838,1000000,677838,67.7838,Colette Divine
The Broken Hearts Club: A Romantic Comedy,http://www.imdb.com/title/tt0222850/?ref_=fn_tt_tt_1,1744858,1000000,744858,74.4858,Mary McCormack
Goosebumps,http://www.imdb.com/title/tt1051904/?ref_=fn_tt_tt_1,80021740,58000000,22021740,37.96851724137931,Ken Marino
Slam,http://www.imdb.com/title/tt0139615/?ref_=fn_tt_tt_1,982214,1000000,-17786,-1.7786,Bonz Malone
Brigham City,http://www.imdb.com/title/tt0268200/?ref_=fn_tt_tt_1,798341,1000000,-201659,-20.1659,Rick Macy
Fiza,http://www.imdb.com/title/tt0248012/?ref_=fn_tt_tt_1,610991,1000000,-389009,-38.9009,Jaya Bhaduri
Orgazmo,http://www.imdb.com/title/tt0124819/?ref_=fn_tt_tt_1,582024,1000000,-417976,-41.7976,Matt Stone
All the Real Girls,http://www.imdb.com/title/tt0299458/?ref_=fn_tt_tt_1,548712,2500000,-1951288,-78.05152,Shea Whigham
Dream with the Fishes,http://www.imdb.com/title/tt0119019/?ref_=fn_tt_tt_1,464655,1000000,-535345,-53.534499999999994,Kathryn Erbe
Blue Car,http://www.imdb.com/title/tt0290145/?ref_=fn_tt_tt_1,464126,1000000,-535874,-53.587399999999995,A.J. Buckley
Luminarias,http://www.imdb.com/title/tt0160498/?ref_=fn_tt_tt_1,428535,1000000,-571465,-57.1465,Robert Beltran
Wristcutters: A Love Story,http://www.imdb.com/title/tt0477139/?ref_=fn_tt_tt_1,104077,1000000,-895923,-89.59230000000001,Chase Ellison
The Battle of Shaker Heights,http://www.imdb.com/title/tt0357470/?ref_=fn_tt_tt_1,279282,1000000,-720718,-72.0718,Kathleen Quinlan
The Lovely Bones,http://www.imdb.com/title/tt0380510/?ref_=fn_tt_tt_1,43982842,65000000,-21017158,-32.33408923076923,Tom McCarthy
The Act of Killing,http://www.imdb.com/title/tt2375605/?ref_=fn_tt_tt_1,484221,1000000,-515779,-51.5779,Syamsul Arifin
Taxi to the Dark Side,http://www.imdb.com/title/tt0854678/?ref_=fn_tt_tt_1,274661,1000000,-725339,-72.53389999999999,Greg D'Agostino
Once in a Lifetime: The Extraordinary Story of the New York Cosmos,http://www.imdb.com/title/tt0489247/?ref_=fn_tt_tt_1,144431,1000000,-855569,-85.5569,Ahmet Ertegun
Antarctica: A Year on Ice,http://www.imdb.com/title/tt2361700/?ref_=fn_tt_tt_1,287761,1000000,-712239,-71.2239,Anthony Powell
A Lego Brickumentary,http://www.imdb.com/title/tt3214286/?ref_=fn_tt_tt_1,100240,1000000,-899760,-89.976,Jason Bateman
Hardflip,http://www.imdb.com/title/tt1907639/?ref_=fn_tt_tt_1,96734,1000000,-903266,-90.3266,Raquel Elizabeth Ames
Chocolate: Deep Dark Secrets,http://www.imdb.com/title/tt0454431/?ref_=fn_tt_tt_1,49000,1500000,-1451000,-96.73333333333333,Sunil Shetty
The House of the Devil,http://www.imdb.com/title/tt1172994/?ref_=fn_tt_tt_1,100659,900000,-799341,-88.81566666666667,Dee Wallace
The Perfect Host,http://www.imdb.com/title/tt1334553/?ref_=fn_tt_tt_1,48430,500000,-451570,-90.31400000000001,Nathaniel Parker
Safe Men,http://www.imdb.com/title/tt0120813/?ref_=fn_tt_tt_1,21210,1000000,-978790,-97.879,Josh Pais
The Specials,http://www.imdb.com/title/tt0181836/?ref_=fn_tt_tt_1,12996,1000000,-987004,-98.7004,Jamie Kennedy
Alone with Her,http://www.imdb.com/title/tt0472259/?ref_=fn_tt_tt_1,10018,1000000,-989982,-98.9982,Jonathon Trent
Creative Control,http://www.imdb.com/title/tt3277624/?ref_=fn_tt_tt_1,62480,1000000,-937520,-93.752,Meredith Hagner
Special,http://www.imdb.com/title/tt0479162/?ref_=fn_tt_tt_1,6387,1000000,-993613,-99.3613,Ian Bohen
In Her Line of Fire,http://www.imdb.com/title/tt0487156/?ref_=fn_tt_tt_1,721,1000000,-999279,-99.92790000000001,Jesse Hutch
The Jimmy Show,http://www.imdb.com/title/tt0271020/?ref_=fn_tt_tt_1,703,1500000,-1499297,-99.95313333333333,Heather Bucha
Trance,http://www.imdb.com/title/tt1924429/?ref_=fn_tt_tt_1,2319187,20000000,-17680813,-88.404065,Tuppence Middleton
On the Waterfront,http://www.imdb.com/title/tt0047296/?ref_=fn_tt_tt_1,9600000,910000,8690000,954.945054945055,Rod Steiger
L!fe Happens,http://www.imdb.com/title/tt1726589/?ref_=fn_tt_tt_1,20186,930000,-909814,-97.8294623655914,Kristen Johnston
"4 Months, 3 Weeks and 2 Days",http://www.imdb.com/title/tt1032846/?ref_=fn_tt_tt_1,1185783,590000,595783,100.98016949152542,Alexandru Potocean
Hard Candy,http://www.imdb.com/title/tt0424136/?ref_=fn_tt_tt_1,1007962,950000,57962,6.101263157894737,Patrick Wilson
The Quiet,http://www.imdb.com/title/tt0414951/?ref_=fn_tt_tt_1,381186,900000,-518814,-57.646,Edie Falco
Fruitvale Station,http://www.imdb.com/title/tt2334649/?ref_=fn_tt_tt_1,16097842,900000,15197842,1688.6491111111113,Ariana Neal
The Brass Teapot,http://www.imdb.com/title/tt1935902/?ref_=fn_tt_tt_1,6643,900000,-893357,-99.26188888888889,Alia Shawkat
The Hammer,http://www.imdb.com/title/tt0814130/?ref_=fn_tt_tt_1,442638,850000,-407362,-47.92494117647059,Adam Carolla
