country,movieTitle,contentRating,movieYear,duration,language,numFaceInPoster,movieIMDbLink,gross,budget,imdbScore,numVotedUsers,numCriticsForReviews,castMemberFBLikes,movieFBLikes,director,directorFBLikes,actor1,actor1FBLikes,actor2,actor2FBLikes,actor3,actor3FBLikes,profit,ROI
Spain,Timecrimes,R,2007,66,Spanish,0,http://www.imdb.com/title/tt0480669/?ref_=fn_tt_tt_1,38108,2600000,7.2,40878,173,239,0,Nacho Vigalondo,76,Karra Elejalde,123,Nacho Vigalondo,76,BÌÎÌrbara Goenaga,36,-2561892,-98.53430769230769
USA,A Haunted House,R,2013,86,English,6,http://www.imdb.com/title/tt2243537/?ref_=fn_tt_tt_1,40041683,2500000,5.1,34620,129,3421,0,Michael Tiddes,89,Essence Atkins,713,Alanna Ubach,584,J.B. Smoove,555,37541683,1501.66732
USA,2016: Obama's America,PG,2012,87,English,0,http://www.imdb.com/title/tt2247692/?ref_=fn_tt_tt_1,33349949,2500000,5.1,9010,30,1111,0,Dinesh D'Souza,67,Barack Obama,871,Zackary Steven Graham,118,Dinesh D'Souza,67,30849949,1233.99796
USA,Halloween II,R,2009,119,English,0,http://www.imdb.com/title/tt1311067/?ref_=fn_tt_tt_1,33386128,15000000,4.9,36372,220,3226,3000,Rob Zombie,0,Scout Taylor-Compton,908,Tyler Mane,764,Margot Kidder,593,18386128,122.57418666666666
USA,That Thing You Do!,PG,1996,149,English,6,http://www.imdb.com/title/tt0117887/?ref_=fn_tt_tt_1,25809813,26000000,6.9,50311,75,28713,0,Tom Hanks,15000,Tom Hanks,15000,Charlize Theron,9000,Ethan Embry,982,-190187,-0.7314884615384616
USA,Halloween III: Season of the Witch,R,1982,98,English,0,http://www.imdb.com/title/tt0085636/?ref_=fn_tt_tt_1,14400000,2500000,4.6,28589,162,684,0,Tommy Lee Wallace,24,Tom Atkins,381,Dan O'Herlihy,128,Nancy Kyes,67,11900000,476
USA,Kevin Hart: Let Me Explain,R,2013,75,English,0,http://www.imdb.com/title/tt2609912/?ref_=fn_tt_tt_1,32230907,2500000,6.7,6062,26,1385,0,Leslie Small,15,David Jason Perez,1000,La'Princess Jackson,309,Dana Hanna,36,29730907,1189.23628
USA,My Own Private Idaho,R,1991,104,English,2,http://www.imdb.com/title/tt0102494/?ref_=fn_tt_tt_1,6401336,2500000,7.1,36996,63,19923,0,Gus Van Sant,835,Keanu Reeves,18000,Udo Kier,595,Flea,535,3901336,156.05344000000002
USA,Garden State,R,2004,102,English,3,http://www.imdb.com/title/tt0333766/?ref_=fn_tt_tt_1,26781723,2500000,7.6,187595,205,1655,0,Zach Braff,0,Armando Riesco,625,Michael Weston,379,Jill Flint,294,24281723,971.26892
USA,Before Sunrise,R,1995,105,English,1,http://www.imdb.com/title/tt0112471/?ref_=fn_tt_tt_1,5400000,2500000,8.1,183288,121,36,22000,Richard Linklater,0,Hanno PÌÎå_schl,15,Hans Weingartner,12,Dominik Castell,4,2900000,115.99999999999999
USA,Jesus' Son,R,1999,107,English,1,http://www.imdb.com/title/tt0186253/?ref_=fn_tt_tt_1,1282084,2500000,7,6221,74,2125,500,Alison Maclean,7,Billy Crudup,745,Samantha Morton,631,Mark Webber,442,-1217916,-48.71664
USA,Robot & Frank,PG-13,2012,89,English,3,http://www.imdb.com/title/tt1990314/?ref_=fn_tt_tt_1,3325638,2500000,7.1,52509,252,1980,13000,Jake Schreier,14,Frank Langella,902,Joshua Ormond,291,Ana Gasteyer,215,825638,33.02552
Spain,My Life Without Me,R,2003,106,English,1,http://www.imdb.com/title/tt0314412/?ref_=fn_tt_tt_1,395592,2000000,7.6,21202,72,2972,0,Isabel Coixet,148,Sarah Polley,900,Julian Richings,648,Amanda Plummer,471,-1604408,-80.2204
USA,The Spectacular Now,R,2013,95,English,1,http://www.imdb.com/title/tt1714206/?ref_=fn_tt_tt_1,6851969,2500000,7.1,105591,220,10040,10000,James Ponsoldt,53,Shailene Woodley,8000,Jennifer Jason Leigh,1000,Dayo Okeniyi,478,4351969,174.07876
USA,Marilyn Hotchkiss' Ballroom Dancing and Charm School,NA,1990,34,English,0,http://www.imdb.com/title/tt0283465/?ref_=fn_tt_tt_1,333658,34000,7.1,97,1,1967,16,Randall Miller,19,William Hurt,882,Elden Henson,577,Michael Bower,362,299658,881.3470588235294
USA,Religulous,R,2008,101,English,1,http://www.imdb.com/title/tt0815241/?ref_=fn_tt_tt_1,12995673,2500000,7.7,52286,197,338,24000,Larry Charles,119,Bill Maher,334,Tal Bachman,4,Steve Burg,0,10495673,419.82692000000003
USA,Fuel,Not Rated,2008,112,English,0,http://www.imdb.com/title/tt1294164/?ref_=fn_tt_tt_1,173783,2500000,7.6,578,14,1252,588,Joshua Tickell,9,Larry David,860,Sheryl Crow,130,George W. Bush,125,-2326217,-93.04867999999999
USA,Valley of the Heart's Delight,NA,2006,100,English,7,http://www.imdb.com/title/tt0472200/?ref_=fn_tt_tt_1,118666,2500000,6.6,91,3,1064,144,Tim Boxell,10,Bruce McGill,655,Diana Scarwid,157,Tom Bower,107,-2381334,-95.25336
USA,Dodgeball: A True Underdog Story,PG-13,2004,92,English,0,http://www.imdb.com/title/tt0364725/?ref_=fn_tt_tt_1,114324072,20000000,6.7,185345,191,4730,0,Rawson Marshall Thurber,43,Gary Cole,989,Stephen Root,939,Joel David Moore,936,94324072,471.62036
USA,Eye of the Dolphin,PG-13,2006,100,English,1,http://www.imdb.com/title/tt0465407/?ref_=fn_tt_tt_1,71904,2500000,5.7,806,18,1491,140,Michael D. Sellers,0,Katharine Ross,640,Carly Schroeder,261,George Harris,249,-2428096,-97.12384
USA,8: The Mormon Proposition,R,2010,80,English,0,http://www.imdb.com/title/tt1484522/?ref_=fn_tt_tt_1,99851,2500000,7.1,1138,28,210,0,Reed Cowan,0,Dustin Lance Black,191,Emily Pearson,12,Gavin Newsom,5,-2400149,-96.00596
UK,The Other End of the Line,PG-13,2008,106,English,2,http://www.imdb.com/title/tt1049405/?ref_=fn_tt_tt_1,115504,14000000,6.2,4820,22,1739,0,James Dodson,8,Larry Miller,611,Anupam Kher,397,Shriya Saran,315,-13884496,-99.17497142857142
Germany,Anatomy,R,2000,103,German,0,http://www.imdb.com/title/tt0187696/?ref_=fn_tt_tt_1,5725,8400000,6.1,10220,62,163,560,Stefan Ruzowitzky,24,Benno FÌÎ_rmann,127,RÌÎ_diger Vogler,10,Sebastian Blomberg,10,-8394275,-99.93184523809524
USA,Sleep Dealer,PG-13,2008,90,Spanish,0,http://www.imdb.com/title/tt0804529/?ref_=fn_tt_tt_1,75727,2500000,5.9,5699,47,862,0,Alex Rivera,8,Leonor Varela,426,Jacob Vargas,399,Tenoch Huerta,35,-2424273,-96.97092
USA,Super,R,2010,96,English,0,http://www.imdb.com/title/tt1512235/?ref_=fn_tt_tt_1,322157,2500000,6.8,61787,238,4590,19000,James Gunn,571,Linda Cardellini,2000,Rainn Wilson,973,Paul T. Taylor,370,-2177843,-87.11372
USA,Get on the Bus,R,1996,120,English,10,http://www.imdb.com/title/tt0116404/?ref_=fn_tt_tt_1,5731103,2400000,6.8,4100,28,5963,352,Spike Lee,0,Bernie Mac,1000,Harry Lennix,748,Andre Braugher,702,3331103,138.79595833333335
Poland,Thr3e,PG-13,2006,101,English,0,http://www.imdb.com/title/tt0486028/?ref_=fn_tt_tt_1,978908,2400000,5.1,4057,25,2306,250,Robby Henson,9,Marc Blucas,973,Max Ryan,872,Justine Waddell,201,-1421092,-59.21216666666667
UK,This Is England,Unrated,2006,101,English,0,http://www.imdb.com/title/tt0480025/?ref_=fn_tt_tt_1,327919,1500000,7.7,99177,172,3282,11000,Shane Meadows,222,Stephen Graham,1000,Joseph Gilgun,788,Jack O'Connell,698,-1172081,-78.13873333333333
USA,Go for It!,PG-13,2011,105,English,0,http://www.imdb.com/title/tt1307926/?ref_=fn_tt_tt_1,178739,2450000,3.9,1015,8,1668,566,Carmen Marron,29,Jossara Jinaro,847,Aimee Garcia,618,Rene Rosado,76,-2271261,-92.7045306122449
USA,Friday the 13th Part III,R,1982,91,English,0,http://www.imdb.com/title/tt0083972/?ref_=fn_tt_tt_1,36200000,4000000,5.7,31952,235,174,0,Steve Miner,49,Richard Brooker,72,Dana Kimmell,31,Catherine Parks,20,32200000,805.0000000000001
USA,Friday the 13th: A New Beginning,R,1985,92,English,0,http://www.imdb.com/title/tt0089173/?ref_=fn_tt_tt_1,21300000,2200000,4.7,22521,160,170,1000,Danny Steinmann,13,Tiffany Helm,42,Melanie Kinnaman,27,Dominick Brascia,17,19100000,868.1818181818181
USA,The Last Sin Eater,PG-13,2007,117,English,0,http://www.imdb.com/title/tt0810928/?ref_=fn_tt_tt_1,379643,2200000,5.9,1573,18,2161,285,Michael Landon Jr.,84,Henry Thomas,861,Louise Fletcher,425,A.J. Buckley,275,-1820357,-82.7435
USA,Do You Believe?,PG-13,2015,120,English,5,http://www.imdb.com/title/tt4056738/?ref_=fn_tt_tt_1,12985267,2300000,5.9,4977,11,6752,13000,Jon Gunn,16,Alexa PenaVega,2000,Delroy Lindo,848,Madison Pettis,835,10685267,464.57682608695654
USA,The Best Years of Our Lives,Not Rated,1946,172,English,5,http://www.imdb.com/title/tt0036868/?ref_=fn_tt_tt_1,23650000,2100000,8.1,40359,97,1941,0,William Wyler,355,Myrna Loy,749,Teresa Wright,208,Dana Andrews,188,21550000,1026.1904761904764
Norway,Elling,R,2001,89,Norwegian,0,http://www.imdb.com/title/tt0279064/?ref_=fn_tt_tt_1,313436,15500000,7.6,12244,67,155,0,Petter NÌÎ_ss,16,JÌÎÌ_rgen Langhelle,117,Per Christian Ellefsen,21,Sven Nordin,14,-15186564,-97.97783225806451
USA,Mi America,R,2015,125,English,0,http://www.imdb.com/title/tt2460506/?ref_=fn_tt_tt_1,3330,2100000,7.2,22,4,214,305,Robert Fontaine,7,Michael Derek,128,Arturo Castro,22,Brad Lee Wind,17,-2096670,-99.84142857142857
UK,From Russia with Love,Approved,1963,115,English,0,http://www.imdb.com/title/tt0057076/?ref_=fn_tt_tt_1,24800000,2000000,7.5,89403,167,1456,0,Terence Young,92,Robert Shaw,559,Daniela Bianchi,201,Lois Maxwell,177,22800000,1140
USA,The Toxic Avenger Part II,R,1989,96,English,2,http://www.imdb.com/title/tt0098503/?ref_=fn_tt_tt_1,792966,2300000,5.1,4663,49,99,321,Michael Herz,6,Phoebe Legere,40,Jessica Dublin,30,Lisa Gaye,14,-1507034,-65.52321739130434
USA,It Follows,R,2014,100,English,0,http://www.imdb.com/title/tt3235888/?ref_=fn_tt_tt_1,14673301,2000000,6.9,112899,533,1062,45000,David Robert Mitchell,421,Maika Monroe,314,Ruby Harris,189,Jake Weary,159,12673301,633.6650500000001
Australia,Mad Max 2: The Road Warrior,R,1981,87,English,0,http://www.imdb.com/title/tt0082694/?ref_=fn_tt_tt_1,9003011,2000000,7.6,133966,177,1396,0,George Miller,750,Vernon Wells,745,Bruce Spence,531,Kjell Nilsson,41,7003011,350.15055
Hong Kong,The Legend of Drunken Master,R,1994,102,Cantonese,1,http://www.imdb.com/title/tt0111512/?ref_=fn_tt_tt_1,11546543,2000000,7.6,34520,77,768,0,Chia-Liang Liu,32,Andy Lau,483,Anita Mui,147,Ho-Sung Pak,75,9546543,477.32714999999996
USA,Boys Don't Cry,R,1999,118,English,0,http://www.imdb.com/title/tt0171804/?ref_=fn_tt_tt_1,11533945,2000000,7.6,77551,123,563,0,Kimberly Peirce,108,Alicia Goranson,173,Brendan Sexton III,148,Jeannetta Arnette,103,9533945,476.69724999999994
France,Silent House,R,2011,86,English,0,http://www.imdb.com/title/tt1767382/?ref_=fn_tt_tt_1,12555230,2000000,5.3,18566,218,218,0,Chris Kentis,9,Eric Sheffer Stevens,120,Julia Taylor Ross,44,Adam Trese,32,10555230,527.7615
Germany,The Lives of Others,R,2006,137,German,3,http://www.imdb.com/title/tt0405094/?ref_=fn_tt_tt_1,11284657,2000000,8.5,259379,215,927,39000,Florian Henckel von Donnersmarck,207,Sebastian Koch,380,Ulrich MÌÎ_he,284,Martina Gedeck,155,9284657,464.23285
USA,Courageous,PG-13,2011,129,English,7,http://www.imdb.com/title/tt1630036/?ref_=fn_tt_tt_1,34522221,2000000,7,15401,34,2300,10000,Alex Kendrick,589,Ben Davies,690,Alex Kendrick,589,T.C. Stallings,341,32522221,1626.11105
France,The Triplets of Belleville,PG-13,2003,80,French,0,http://www.imdb.com/title/tt0286244/?ref_=fn_tt_tt_1,7002255,9500000,7.8,42462,167,29,0,Sylvain Chomet,162,Michel Robin,23,Charles Linton,6,BÌÎå©atrice Bonifassi,0,-2497745,-26.29205263157895
Canada,Smoke Signals,PG-13,1998,89,English,3,http://www.imdb.com/title/tt0120321/?ref_=fn_tt_tt_1,6719300,2000000,7.2,8224,56,3163,0,Chris Eyre,149,Michael Greyeyes,912,Irene Bedard,752,Gary Farmer,580,4719300,235.96499999999997
USA,Before Sunset,R,2004,80,English,0,http://www.imdb.com/title/tt0381681/?ref_=fn_tt_tt_1,5792822,2700000,8,168398,211,65,13000,Richard Linklater,0,Vernon Dobtcheff,50,Albert Delpy,8,Marie Pillet,3,3092822,114.54896296296295
Mexico,Amores Perros,R,2000,115,Spanish,0,http://www.imdb.com/title/tt0245712/?ref_=fn_tt_tt_1,5383834,2000000,8.1,173551,157,318,11000,Alejandro G. IÌÎå±ÌÎÌrritu,0,Adriana Barraza,85,Jorge Salinas,79,Goya Toledo,35,3383834,169.1917
USA,Thirteen,R,2003,100,English,2,http://www.imdb.com/title/tt0328538/?ref_=fn_tt_tt_1,4599680,1500000,6.8,68222,126,2186,0,Catherine Hardwicke,308,Holly Hunter,1000,Sarah Clarke,482,Kip Pardue,374,3099680,206.64533333333335
USA,Winter's Bone,R,2010,100,English,2,http://www.imdb.com/title/tt1399683/?ref_=fn_tt_tt_1,6531491,2000000,7.2,111658,365,34446,20000,Debra Granik,81,Jennifer Lawrence,34000,Shelley Waggener,248,Lauren Sweetser,179,4531491,226.57455
USA,Me and You and Everyone We Know,R,2005,91,English,0,http://www.imdb.com/title/tt0415978/?ref_=fn_tt_tt_1,3885134,2000000,7.4,31130,151,1349,0,Miranda July,244,Najarra Townsend,538,Brad William Henke,363,Miranda July,244,1885134,94.25670000000001
UK,We Are Your Friends,R,2015,96,English,0,http://www.imdb.com/title/tt3787590/?ref_=fn_tt_tt_1,3590010,2000000,6.1,20885,158,3013,0,Max Joseph,31,Vanessa Lengies,804,Emily Ratajkowski,625,Jonny Weston,328,1590010,79.5005
USA,Harsh Times,R,2005,116,English,2,http://www.imdb.com/title/tt0433387/?ref_=fn_tt_tt_1,3335839,2000000,7,54657,118,50313,0,David Ayer,453,J.K. Simmons,24000,Christian Bale,23000,Noel Gugliemi,2000,1335839,66.79195
USA,Captive,PG-13,2015,97,English,1,http://www.imdb.com/title/tt3268668/?ref_=fn_tt_tt_1,2557668,2000000,5.3,3911,39,2739,0,Jerry Jameson,5,David Oyelowo,1000,Leonor Varela,426,Sydelle Noel,349,557668,27.8834
USA,Full Frontal,R,2002,101,English,0,http://www.imdb.com/title/tt0290212/?ref_=fn_tt_tt_1,2506446,2000000,4.7,8662,108,11327,134,Steven Soderbergh,0,Julia Roberts,8000,Enrico Colantoni,724,Blair Underwood,685,506446,25.3223
UK,Witchboard,R,1986,98,English,1,http://www.imdb.com/title/tt0090327/?ref_=fn_tt_tt_1,7369373,2000000,5.7,4288,65,901,0,Kevin Tenney,85,Kathleen Wilhoite,265,Tawny Kitaen,194,Rose Marie,186,5369373,268.46865
UK,Hamlet,PG-13,1996,150,English,0,http://www.imdb.com/title/tt0116477/?ref_=fn_tt_tt_1,4414535,18000000,7.8,30618,85,1645,0,Kenneth Branagh,0,Julie Christie,597,Brian Blessed,591,Richard Briers,401,-13585465,-75.47480555555556
USA,Shortbus,Unrated,2006,101,English,3,http://www.imdb.com/title/tt0367027/?ref_=fn_tt_tt_1,1984378,2000000,6.5,27346,160,226,0,John Cameron Mitchell,263,Sook-Yin Lee,71,Peter Stickles,51,Raphael Barker,37,-15622,-0.7811
Israel,Waltz with Bashir,R,2008,90,Hebrew,0,http://www.imdb.com/title/tt1185616/?ref_=fn_tt_tt_1,2283276,1500000,8,46107,231,56,0,Ari Folman,56,Ari Folman,56,Ronny Dayag,0,Zahava Solomon,0,783276,52.218399999999995
USA,"The Book of Mormon Movie, Volume 1: The Journey",PG-13,2003,120,English,1,http://www.imdb.com/title/tt0349159/?ref_=fn_tt_tt_1,1098224,2000000,3.3,397,7,359,32,Gary Rogers,0,Noah Danby,178,Kirby Heyborne,69,Bruce Newbold,40,-901776,-45.0888
USA,No End in Sight,NA,2007,102,English,0,http://www.imdb.com/title/tt0912593/?ref_=fn_tt_tt_1,1430185,2000000,8.3,7314,79,446,0,Charles Ferguson,117,Campbell Scott,393,Dick Cheney,21,Donald Rumsfeld,17,-569815,-28.49075
USA,The Diary of a Teenage Girl,R,2015,102,English,3,http://www.imdb.com/title/tt3172532/?ref_=fn_tt_tt_1,1477002,2000000,6.9,16645,168,11184,0,Marielle Heller,22,Alexander SkarsgÌÎå«rd,10000,David Fine,1000,Austin Lyon,80,-522998,-26.1499
UK,In the Shadow of the Moon,PG,2007,100,English,0,http://www.imdb.com/title/tt0925248/?ref_=fn_tt_tt_1,1134049,2000000,8.1,5475,107,408,0,David Sington,90,John F. Kennedy,168,Buzz Aldrin,142,Neil Armstrong,65,-865951,-43.29755
USA,Inside Deep Throat,NC-17,2005,89,English,0,http://www.imdb.com/title/tt0418753/?ref_=fn_tt_tt_1,653621,2000000,6.8,5615,123,1136,592,Fenton Bailey,13,Hugh M. Hefner,373,Bill Maher,334,Linda Lovelace,218,-1346379,-67.31895
USA,The Virginity Hit,R,2010,86,English,0,http://www.imdb.com/title/tt1695994/?ref_=fn_tt_tt_1,535249,3400000,4.6,3467,46,768,974,Huck Botko,10,Matt Bennett,189,Krysta Rodriguez,131,Zack Pearlman,126,-2864751,-84.25738235294118
USA,House of D,PG-13,2004,96,English,2,http://www.imdb.com/title/tt0372334/?ref_=fn_tt_tt_1,371081,6000000,7,7479,46,51441,857,David Duchovny,0,Robin Williams,49000,Mark Margolis,1000,Frank Langella,902,-5628919,-93.81531666666667
USA,Six-String Samurai,PG-13,1998,91,English,1,http://www.imdb.com/title/tt0118736/?ref_=fn_tt_tt_1,124494,2000000,6.7,5613,51,36,0,Lance Mungia,4,Jeffrey Falcon,33,Stephane Gauger,3,Kim De Angelo,0,-1875506,-93.7753
USA,Saint John of Las Vegas,R,2009,85,English,1,http://www.imdb.com/title/tt1276105/?ref_=fn_tt_tt_1,100669,3800000,5.8,2522,45,36885,407,Hue Rhodes,0,Peter Dinklage,22000,Steve Buscemi,12000,Romany Malco,966,-3699331,-97.35081578947369
USA,Stonewall,R,2015,129,English,0,http://www.imdb.com/title/tt3018070/?ref_=fn_tt_tt_1,186354,13500000,4.5,1758,74,26176,0,Roland Emmerich,776,Jeremy Irvine,25000,Caleb Landry Jones,463,Matt Craven,256,-13313646,-98.61959999999999
USA,The Missing Person,NA,2009,95,English,3,http://www.imdb.com/title/tt1105512/?ref_=fn_tt_tt_1,17580,1500000,6.2,1268,66,2749,195,Noah Buschel,8,Merritt Wever,529,Amy Ryan,423,Paul Adelstein,399,-1482420,-98.828
UK,London,R,2005,92,English,2,http://www.imdb.com/title/tt0449061/?ref_=fn_tt_tt_1,12667,14000,6.6,19336,34,39518,0,Hunter Richards,11,Jason Statham,26000,Chris Evans,11000,Dane Cook,1000,-1333,-9.52142857142857
USA,Sherrybaby,R,2006,96,English,1,http://www.imdb.com/title/tt0423169/?ref_=fn_tt_tt_1,198407,2000000,6.6,10282,78,774,474,Laurie Collyer,38,Brad William Henke,363,Kate Burton,223,Michelle Hurst,85,-1801593,-90.07965
USA,Stealing Harvard,PG-13,2002,85,English,1,http://www.imdb.com/title/tt0265808/?ref_=fn_tt_tt_1,13973532,25000000,5.1,11211,52,3065,215,Bruce McCulloch,54,Martin Starr,985,Megan Mullally,637,Chris Penn,455,-11026468,-44.105872000000005
South Africa,Gangster's Paradise: Jerusalema,R,2008,119,English,2,http://www.imdb.com/title/tt0783532/?ref_=fn_tt_tt_1,4958,2000000,7.8,9689,30,86,1000,Ralph Ziman,5,Rapulana Seiphemo,29,Kenneth Nkosi,18,Robert Hobbs,12,-1995042,-99.7521
USA,The Lady from Shanghai,Not Rated,1947,92,English,1,http://www.imdb.com/title/tt0040525/?ref_=fn_tt_tt_1,7927,2300000,7.7,19236,90,1055,0,Orson Welles,0,Rita Hayworth,1000,Everett Sloane,29,Ted de Corsia,18,-2292073,-99.65534782608697
USA,The Ghastly Love of Johnny X,Not Rated,2012,106,English,2,http://www.imdb.com/title/tt1754633/?ref_=fn_tt_tt_1,2436,2000000,5.7,344,94,1611,655,Paul Bunnell,5,Kate Maberly,416,Kevin McCarthy,403,Paul Williams,356,-1997564,-99.87819999999999
USA,River's Edge,R,1986,99,English,2,http://www.imdb.com/title/tt0091860/?ref_=fn_tt_tt_1,4600000,1900000,7.1,11763,45,19649,0,Tim Hunter,28,Keanu Reeves,18000,Daniel Roebuck,1000,Ione Skye,223,2700000,142.10526315789474
USA,Northfork,PG-13,2003,103,English,0,http://www.imdb.com/title/tt0322659/?ref_=fn_tt_tt_1,1420578,1900000,6.4,4894,60,2389,298,Michael Polish,35,Peter Coyote,548,Anthony Edwards,495,Jon Gries,482,-479422,-25.232736842105265
Spain,Buried,R,2010,95,English,0,http://www.imdb.com/title/tt1462758/?ref_=fn_tt_tt_1,1028658,3000000,7,118684,363,17471,24000,Rodrigo CortÌÎå©s,89,Ryan Reynolds,16000,Samantha Mathis,517,Erik Palladino,263,-1971342,-65.7114
France,One to Another,Unrated,2006,95,French,5,http://www.imdb.com/title/tt0486751/?ref_=fn_tt_tt_1,18435,1400000,5.8,1010,14,1082,104,Pascal Arnold,0,Karl E. Landler,533,Lizzie BrocherÌÎå©,323,Pierre Perrier,164,-1381565,-98.68321428571429
USA,Carrie,R,2013,100,English,1,http://www.imdb.com/title/tt1939659/?ref_=fn_tt_tt_1,35266619,30000000,5.9,108248,359,20051,39000,Kimberly Peirce,108,ChloÌÎÌà Grace Moretz,17000,Judy Greer,2000,Portia Doubleday,534,5266619,17.555396666666667
USA,A Nightmare on Elm Street,X,1984,101,English,1,http://www.imdb.com/title/tt0087800/?ref_=fn_tt_tt_1,26505000,1800000,7.5,149293,256,42918,10000,Wes Craven,0,Johnny Depp,40000,Lin Shaye,852,Amanda Wyss,574,24705000,1372.5
UK,Man on Wire,PG-13,2008,90,English,0,http://www.imdb.com/title/tt1155592/?ref_=fn_tt_tt_1,2957978,1000000,7.8,40481,194,68,0,James Marsh,120,Paul McGill,41,Philippe Petit,27,Jean-Louis Blondeau,0,1957978,195.7978
USA,Brotherly Love,R,2015,89,English,6,http://www.imdb.com/title/tt3262990/?ref_=fn_tt_tt_1,444044,1900000,7.2,744,10,4249,1000,Jamal Hill,47,Logan Browning,628,Adam Ratcliffe,606,Faizon Love,585,-1455956,-76.62926315789474
France,The Last Exorcism,PG-13,2010,87,English,0,http://www.imdb.com/title/tt1320244/?ref_=fn_tt_tt_1,40990055,1800000,5.6,41509,311,1958,0,Daniel Stamm,13,Caleb Landry Jones,463,Ashley Bell,400,Patrick Fabian,308,39190055,2177.2252777777776
Mexico,El crimen del padre Amaro,R,2002,118,Spanish,0,http://www.imdb.com/title/tt0313196/?ref_=fn_tt_tt_1,5709616,1800000,6.8,11088,85,546,544,Carlos Carrera,12,DamiÌÎÌn AlcÌÎÌzar,201,Ana Claudia TalancÌÎ_n,163,Pedro ArmendÌÎÌriz Jr.,67,3909616,217.2008888888889
USA,Beasts of the Southern Wild,PG-13,2012,93,English,0,http://www.imdb.com/title/tt2125435/?ref_=fn_tt_tt_1,12784397,1800000,7.3,70336,663,2658,31000,Benh Zeitlin,188,QuvenzhanÌÎå© Wallis,2000,Gina Montana,458,Dwight Henry,168,10984397,610.2442777777778
USA,Songcatcher,PG-13,2000,109,English,1,http://www.imdb.com/title/tt0210299/?ref_=fn_tt_tt_1,3050934,1800000,7.3,2794,39,2187,0,Maggie Greenwald,9,Aidan Quinn,767,David Patrick Kelly,380,Jane Adams,280,1250934,69.49633333333334
USA,The Greatest Movie Ever Sold,PG-13,2011,90,English,1,http://www.imdb.com/title/tt1743720/?ref_=fn_tt_tt_1,638476,1500000,6.6,13223,130,32405,0,Morgan Spurlock,293,Quentin Tarantino,16000,J.J. Abrams,14000,Donald Trump,808,-861524,-57.43493333333334
Australia,Travelers and Magicians,NA,2003,108,Dzongkha,0,http://www.imdb.com/title/tt0378906/?ref_=fn_tt_tt_1,505295,1800000,7.5,1747,44,0,353,Khyentse Norbu,28,Tshewang Dendup,0,Lhakpa Dorji,0,Sonam Kinga,0,-1294705,-71.92805555555556
Germany,Run Lola Run,R,1998,81,German,1,http://www.imdb.com/title/tt0130827/?ref_=fn_tt_tt_1,7267324,3500000,7.8,161471,181,623,0,Tom Tykwer,670,Moritz Bleibtreu,486,Ludger Pistor,37,Armin Rohde,34,3767324,107.63782857142856
USA,May,R,2002,93,English,1,http://www.imdb.com/title/tt0303361/?ref_=fn_tt_tt_1,145540,500000,6.7,26773,114,2489,0,Lucky McKee,75,James Duval,701,Will Estes,461,Nora Zehetner,446,-354460,-70.892
USA,In the Bedroom,R,2001,138,English,1,http://www.imdb.com/title/tt0247425/?ref_=fn_tt_tt_1,35918429,1700000,7.5,32415,179,3970,951,Todd Field,143,Tom Wilkinson,1000,Sissy Spacek,874,Karen Allen,783,34218429,2012.8487647058823
USA,I Spit on Your Grave,R,2010,105,English,0,http://www.imdb.com/title/tt1242432/?ref_=fn_tt_tt_1,92401,2000000,6.3,56402,225,2423,17000,Steven R. Monroe,68,Sarah Butler,635,Chad Lindberg,445,Daniel Franzese,374,-1907599,-95.37995000000001
USA,"Happy, Texas",PG-13,1999,98,English,3,http://www.imdb.com/title/tt0162360/?ref_=fn_tt_tt_1,1943649,1700000,6.3,8697,77,2095,374,Mark Illsley,3,Ally Walker,349,Illeana Douglas,347,Jeremy Northam,327,243649,14.33229411764706
UK,My Summer of Love,R,2004,86,English,0,http://www.imdb.com/title/tt0382189/?ref_=fn_tt_tt_1,992238,1700000,6.8,16349,124,763,869,Pawel Pawlikowski,84,Paddy Considine,680,Natalie Press,46,Dean Andrews,34,-707762,-41.63305882352941
India,The Lunchbox,PG,2013,104,Hindi,2,http://www.imdb.com/title/tt2350496/?ref_=fn_tt_tt_1,4231500,1000000,7.8,30479,195,822,16000,Ritesh Batra,25,Nawazuddin Siddiqui,638,Nimrat Kaur,85,Lillete Dubey,73,3231500,323.15
UK,Yes,R,2004,100,English,0,http://www.imdb.com/title/tt0381717/?ref_=fn_tt_tt_1,396035,1000000,6.9,2725,76,2721,305,Sally Potter,87,Shirley Henderson,887,Joan Allen,805,Stephanie Leonidas,420,-603965,-60.396499999999996
USA,Foolish,R,1999,84,English,0,http://www.imdb.com/title/tt0166195/?ref_=fn_tt_tt_1,6026908,2000000,4.3,536,16,2196,43,Dave Meyers,11,Eddie Griffin,489,Clifton Powell,469,Marla Gibbs,249,4026908,201.34539999999998
France,Caramel,PG,2007,95,Arabic,0,http://www.imdb.com/title/tt0825236/?ref_=fn_tt_tt_1,1060591,1300000,7.2,9750,109,231,0,Nadine Labaki,0,Yasmine Al Massri,227,Adel Karam,4,Nadine Labaki,0,-239409,-18.416076923076925
Israel,The Bubble,Unrated,2006,90,Hebrew,0,http://www.imdb.com/title/tt0476643/?ref_=fn_tt_tt_1,155972,1500000,7.3,4702,51,137,0,Eytan Fox,21,Ohad Knoller,53,Lior Ashkenazi,30,Yousef 'Joe' Sweid,27,-1344028,-89.60186666666667
